1.079000,1
0.145000,2
0.322000,3
0.386000,4
0.509000,5
0.626000,6
0.701000,7
0.837000,8
1.075000,1
1.126000,2
1.154000,3
1.183000,1
1.255000,1
1.291000,2
1.336000,2
1.377000,1
1.392000,1
1.404000,2
1.458000,2
1.483000,1
1.555000,1
1.579000,1
1.593000,1
1.650000,2
1.711000,2
1.780000,1
1.812000,1
1.825000,1
1.848000,1
1.860000,1
1.875000,1
1.889000,1
1.905000,1
1.916000,1
1.926000,1
1.937000,1
1.949000,1
1.962000,1
2.032000,1
2.103000,1
2.120000,1
2.133000,1
2.146000,1
2.199000,1
2.218000,1
2.229000,1
2.245000,2
2.276000,2
2.345000,1
2.382000,1
2.396000,1
2.415000,1
2.432000,1
2.445000,1
2.457000,1
2.469000,1
2.481000,1
2.492000,1
2.504000,1
2.550000,1
2.569000,1
2.585000,1
2.634000,1
2.691000,1
2.709000,1
2.742000,1
2.832000,1
2.858000,2
2.912000,2
2.978000,1
3.011000,1
3.027000,1
3.052000,1
3.067000,1
3.080000,1
3.094000,1
3.109000,1
3.124000,1
3.186000,1
3.212000,1
3.228000,1
3.262000,1
3.311000,1
3.338000,1
3.356000,1
3.371000,1
3.389000,1
3.400000,2
3.457000,2
3.542000,1
3.581000,1
3.611000,1
3.627000,1
3.642000,1
3.665000,1
3.733000,1
3.755000,1
3.787000,1
3.806000,1
3.825000,1
3.886000,1
3.917000,1
3.941000,1
3.960000,1
4.009000,1
4.033000,1
4.050000,2
4.099000,2
4.283000,1
4.394000,1
4.423000,1
4.445000,1
4.468000,1
4.491000,1
4.525000,1
4.545000,1
4.634000,1
4.758000,1
4.791000,1
4.804000,1
4.817000,1
4.835000,1
4.848000,1
4.864000,1
4.903000,2
4.939000,2
5.081000,1
5.113000,1
5.127000,1
5.139000,1
5.151000,1
5.165000,1
5.181000,1
5.193000,1
5.206000,1
5.218000,1
5.280000,1
5.312000,1
5.329000,1
5.377000,1
5.409000,1
5.426000,2
5.512000,2
5.604000,1
5.647000,1
5.665000,1
5.689000,1
5.734000,1
5.754000,1
5.774000,1
5.795000,1
5.854000,1
5.912000,1
5.939000,1
5.953000,1
5.986000,1
6.002000,2
6.073000,2
6.147000,1
6.184000,1
6.198000,1
6.210000,1
6.222000,1
6.263000,1
6.285000,1
6.297000,1
6.348000,1
6.396000,1
6.410000,2
6.447000,2
6.538000,1
6.580000,1
6.595000,1
6.609000,1
6.622000,1
6.636000,1
6.669000,1
6.717000,1
6.736000,1
6.752000,2
6.796000,2
6.874000,1
6.917000,1
6.942000,1
6.964000,1
7.029000,1
7.069000,1
7.172000,1
7.206000,1
7.228000,2
7.288000,2
7.386000,1
7.452000,1
7.517000,1
